agg_id,treat,prop_score,fu_survey_year,hhinc_yrly_end,profits_yrly_end,rev_yrly_end,exp_yrly_end,hhexp_yrly_end,loan_size,prinpaid,interest_rate,repaytime,intpaid,penalty,paid_total,net_revenue,css_creditscorefinal,css_yearsataddress,own_house,sari,own_anybus,max_yearsinbusiness,css_regularworkers,css_traveltime,css_travelcost,css_stockvalue,css_assetvalue,css_noofbusiness,lower_window,app_year,hhsize,age,gender,education,married,savingsamt,hhinc_yrly_base,profits_yrly_base,rev_yrly_base,exp_yrly_base,hhexp_yrly_base,hhasset_yrly_base,revenue_fees,revenue_interest,log_hhinc,default_value,high_school,college,bank_profits_level,bank_profits_pp
406719,0,0.8434873949579832,2008,0,0,0,0,4500,0,NA,NA,1,NA,NA,NA,0,52,33,1,1,1,9,0,15,14,17885,18000,1,0,2007,2,39,1,1,1,5000,20637.708333333332,123826.25,222878.125,99051.875,3547.5,2125,0,0,0,-0,1,1,0,0
406721,1,0.546583850931677,2008,22500,22500,75000,55800,11250,500,8000,30,1,606.71,0,8606.71,37.91937499999994,43,3,0,0,0,5,0,40,20,50000,20000,1,1,2007,2,50,0,1,1,0,0,0,0,0,13035,3781.25,0.5221147260273113,37.39726027397263,10.021315031649332,-0,1,1,-19.787013570336455,-7.211285336682952
406722,1,0.8434873949579832,2008,45000,45000,146550,94477.5,11250,375,6000,30,1,466.78,135.5,6602.28,37.6425,46,19,0,0,0,17,0,40,20,30000,10000,1,0,2007,11,48,1,2,1,0,22812.5,136875,229265.625,92390.625,9817.5,1531.25,9.594554794520562,28.047945205479436,10.714439990727769,-0,1,0,-13.438888570336417,-18.557160336682944
406723,1,0.8434873949579832,2008,33750,33750,118500,51750,10500,1562.5,25000,30,1,2333.28,288.46,27621.74,163.85875,48,13,0,0,0,15,0,30,24,9000,4000,1,0,2007,4,34,1,1,1,0,45434.895833333336,272609.375,488187.5,215578.125,17737.5,4175,46.992311643835606,116.86643835616438,10.426765325491356,-0,1,1,49.8398614296636,23.843799663317057
406724,0,0.8434873949579832,2008,0,0,0,0,4500,0,NA,NA,1,NA,NA,NA,0,52,20,1,0,1,13,1,20,25,9000,4000,1,0,2007,3,39,0,1,1,0,45434.895833333336,272609.375,485906.25,213296.875,0,6875,0,0,0,-0,1,1,0,0
406727,0,0.546583850931677,2008,3000,3000,51750,7425,6750,0,NA,NA,1,NA,NA,NA,0,44,32,1,1,1,9,1,5,14,9000,4000,1,1,2007,3,51,1,1,0,0,45434.895833333336,272609.375,490696.875,218087.5,0,2750,0,0,8.006700845440367,-0,1,1,0,0
406728,1,0.8434873949579832,2008,1350,1350,18750,7426.5,2625,312.5,5000,30,1,408.38,0,5408.38,25.52375,51,12,0,0,1,3,0,10,14,5000,10000,1,0,2007,3,42,1,1,1,0,3802.0833333333335,22812.5,34218.75,11406.25,0,2625,2.150462328767123,23.373287671232877,7.208600337960199,-0,1,1,-22.245138570336394,-31.46756033668294
406745,1,0.8434873949579832,2008,0,0,60900,42450,6750,625,10000,30,1,933.28,0,10933.28,58.33000000000006,56,12,1,0,1,8,0,10,14,12000,35744,1,0,2007,4,44,1,1,1,0,12546.875,75281.25,113150,37868.75,2557.5,2312.5,11.58342465753431,46.74657534246575,0,-0,1,1,-6.001388570336331,2.817639663317067
406751,1,0.8434873949579832,2008,4119.75,4119.75,13920,8919,3375,0,NA,NA,1,NA,NA,NA,0,53,9,1,1,1,3,0,5,14,5000,10000,1,0,2007,2,47,1,1,1,0,3802.0833333333335,22812.5,34218.75,11406.25,0,1625,0,0,8.323790464611465,-0,1,1,0,0
406752,1,0.8434873949579832,2008,1800,1800,11250,14206.5,6750,0,NA,NA,1,NA,NA,NA,0,47,33,1,1,1,2,0,20,14,20000,10000,1,0,2007,1,54,1,1,1,0,17109.375,102656.25,184781.25,82125,5197.5,4750,0,0,7.496097345175956,-0,1,1,0,0
406754,1,0.546583850931677,2008,16875,16875,49500,61050,13500,1562.5,25000,30,1,2041.16,1079.87,28121.03,195.064375,43,25,0,0,1,12,0,30,25,9000,4000,1,1,2007,2,35,1,1,0,0,45434.895833333336,272609.375,488187.5,215578.125,0,6043.75,78.19793664383562,116.86643835616438,9.733647773244229,-0,1,1,81.04548642966361,25.840959663317058
406756,1,0.8434873949579832,2008,12000,12000,60000,24637.5,3375,875,14000,30,1,1061.71,0,15061.71,66.356875,58,11,0,0,1,5,0,10,14,15000,30000,1,0,2007,1,34,0,1,1,2000,9695.3125,58171.875,87257.8125,29085.9375,412.5,1750,0.9116695205481307,65.44520547945187,9.392745258631441,-0,1,1,-11.224513570336399,10.531339663317059
406762,0,0.8434873949579832,2008,3778.5,3778.5,23325,14035.5,2925,0,NA,NA,1,NA,NA,NA,0,51,11,1,1,1,4,0,120,60,15000,5000,1,0,2007,4,40,1,2,1,0,15208.333333333334,91250,165162.5,73912.5,2310,2687.5,0,0,8.237347004732232,-0,1,0,0,0
500790,1,0.8434873949579832,2008,14025,14025,45000,33225,6000,0,NA,NA,1,NA,NA,NA,0,58,38,1,0,1,30,4,10,14,10000,12000,1,0,2007,5,38,0,2,1,0,26614.583333333332,159687.5,250937.5,91250,2400,2687.5,0,0,9.548668029096856,-0,1,0,0,0
502340,1,0.8434873949579832,2008,25500,25500,67500,37950,8250,0,NA,NA,1,NA,NA,NA,0,51,19,0,0,1,19,0,5,0,20000,2000,1,0,2007,5,33,1,1,1,0,15208.333333333334,91250,138015.625,46765.625,4425,2012.5,0,0,10.146472946063877,-0,1,1,0,0
504455,1,0.8434873949579832,2008,15750,15750,37500,21750,7500,0,NA,NA,1,NA,NA,NA,0,54,5,0,0,0,19,1,5,0,15000,5000,1,0,2007,5,48,1,2,1,0,45625,273750,479062.5,205312.5,1125,625,0,0,9.664659134301736,-0,1,0,0,0
506685,1,0.8434873949579832,2008,3600,3600,18750,15150,4500,625,10000,27,1,684.14,224.94,10909.08,56.8175,59,26,1,1,1,5,0,7,14,14000,5000,1,0,2007,2,49,1,1,1,0,16729.166666666668,100375,182500,82125,993.75,1450,14.745582191780812,42.07191780821919,8.188966863648876,-0,1,1,-7.513888570336405,2.575639663317059
506785,1,0.8434873949579832,2007,27000,27000,33750,23322,6750,500,8000,30,1,606.71,0,8606.71,37.91937499999994,56,4,1,1,1,2,0,15,15,15074,5000,1,0,2006,3,28,1,1,1,2000,21823.958333333332,130943.75,236383.125,105439.375,5364,2000,0.5221147260273113,37.39726027397263,10.203629181337648,-0,1,1,-19.787013570336455,-7.211285336682952
506786,1,0.8434873949579832,2007,91762.5,91762.5,112500,20737.5,9000,562.5,9000,30,1,682.5,28.14,9710.64,44.414999999999935,50,15,1,1,1,10,4,120,40,31360,23300,2,0,2006,5,45,1,1,0,0,36579.84375,219479.0625,383637.8125,164158.75,3300,3750,2.343082191780745,42.07191780821919,11.42696989405752,-0,1,1,-16.603888570336466,-2.299160336682956
506794,1,0.8434873949579832,2007,22500,22500,52500,12000,11250,0,NA,NA,1,NA,NA,NA,0,53,7,0,0,0,16,0,10,15,40000,15000,1,0,2006,6,45,1,2,1,5000,17109.375,102656.25,143718.75,41062.5,3135,2968.75,0,0,10.021315031649332,-0,1,0,0,0
506800,0,0.8434873949579832,2007,1875,1875,1875,0,1875,0,NA,NA,1,NA,NA,NA,0,54,23,1,1,1,10,0,20,15,49100,25000,1,0,2006,2,54,1,2,0,10000,21181.40625,127088.4375,228740.9375,101652.5,1125,4500,0,0,7.53689712956617,-0,1,0,0,0
506814,1,0.8434873949579832,2007,3750,3750,7500,3750,7500,312.5,5000,30,1,379.21,0,5379.21,23.700625,50,53,1,1,1,24,1,40,60,28786,0,2,0,2006,2,53,1,1,0,0,9531.822916666666,57190.9375,95082.5,37891.5625,924,3843.75,0.32733732876712196,23.373287671232877,8.229777750081887,-0,1,1,-24.0682635703364,-32.050960336682934
506823,1,0.8434873949579832,2007,20362.5,20362.5,30225,9862.5,6975,375,6000,30,1,455,98.16,6553.16,34.5725,49,5,1,1,1,2,0,10,14,12183,5000,1,0,2006,2,28,1,2,1,200,12383.385416666666,74300.3125,130533.125,56232.8125,2008.5,4906.25,6.5245547945205615,28.047945205479436,9.921499361587813,-0,1,0,-16.50888857033641,-19.375827003349617
506830,1,0.8434873949579832,2007,17625,17625,34875,17250,4650,0,NA,NA,1,NA,NA,NA,0,50,30,1,1,1,3,1,40,30,77685,30000,2,0,2006,1,46,0,1,0,0,25261.041666666668,151566.25,257461.875,105895.625,2475,1387.5,0,0,9.777130363659605,-0,1,1,0,0
506839,1,0.8434873949579832,2007,15000,15000,46500,31500,8137.5,875,14000,30,1,1061.71,0,15061.71,66.356875,52,12,1,1,1,3,0,50,30,78240,25000,2,0,2006,4,52,1,1,0,800000,53514.322916666664,321085.9375,575673.4375,254587.5,5115,6187.5,0.9116695205481307,65.44520547945187,9.61587214452889,-0,1,1,-11.224513570336399,10.531339663317059
506843,1,0.8434873949579832,2007,12000,12000,27000,14400,6000,937.5,15000,30,1,1237,4345.99,20582.99,348.936875,57,12,1,0,1,8,0,15,15,47050,10000,1,0,2006,2,35,1,2,1,10000,15299.583333333334,91797.5,125354.6875,33557.1875,11721,2375,278.8170119863012,70.11986301369876,9.392745258631441,-0,1,0,268.0429864296636,41.74477299665039
506844,1,0.8434873949579832,2007,3600,3600,16275,12675,11625,937.5,15000,30,1,1137.5,282.65,16420.15,88.759375,52,3,0,0,0,2,1,15,15,366500,30000,1,0,2006,2,30,1,1,1,0,9125,54750,55092.1875,342.1875,834,5493.75,18.639511986301258,70.11986301369875,8.188966863648876,-0,1,1,7.865486429663605,13.992506329983726
506846,1,0.8434873949579832,2007,6000,6000,6000,9150,7500,562.5,9000,30,1,682.5,0,9682.5,42.65625,52,9,0,1,0,4,0,20,15,43360,15000,1,0,2006,3,39,1,2,1,18000,36389.739583333336,218338.4375,393447.1875,175108.75,3795,1656.25,0.5843321917808098,42.07191780821919,8.699681400989514,-0,1,0,-18.3626385703364,-2.6118270033496067
506851,1,0.8434873949579832,2007,0,0,0,0,5625,312.5,5000,30,1,492.57,539.34,6031.91,64.494375,50,8,0,1,0,6,0,15,15,5000,7000,1,0,2006,5,32,1,1,1,0,5322.916666666667,31937.5,52468.75,20531.25,1500,1318.75,41.12108732876713,23.373287671232877,0,-0,1,1,16.72548642966359,-18.99696033668295
506852,1,0.8434873949579832,2007,0,0,6750,5565,22500,0,NA,NA,1,NA,NA,NA,0,56,20,1,0,1,10,0,15,15,61500,5000,1,0,2006,3,44,1,1,1,0,0,0,0,0,1575,3468.75,0,0,0,-0,1,1,0,0
506853,1,0.8434873949579832,2007,5250,5250,18750,37050,9000,0,NA,NA,1,NA,NA,NA,0,59,5,1,1,1,4,1,25,30,59392,10000,1,0,2006,4,38,1,1,1,0,33131.354166666664,198788.125,357814.0625,159025.9375,2640,1912.5,0,0,8.566173813637858,-0,1,1,0,0
506855,1,0.8434873949579832,2007,10500,10500,21000,67950,7500,625,10000,30,1,758.29,343.75,11102.04,68.8775,59,8,1,0,0,3,0,10,0,89350,25000,1,0,2006,4,42,1,1,1,4500,92390.625,554343.75,966109.375,411765.625,2640,2375,22.130924657534244,46.74657534246575,9.259225769705994,-0,1,1,4.546111429663597,4.505239663317056
506856,1,0.8434873949579832,2008,7050,7050,18750,11700,4500,625,10000,30,1,758.29,40.68,10798.97,49.935625000000066,52,3,1,1,1,3,0,15,15,52425,12000,1,0,2006,1,23,1,1,1,0,30956.5625,185739.375,334317.1875,148577.8125,5280,3468.75,3.189049657534312,46.74657534246575,8.860924729719041,-0,1,1,-14.395763570336328,1.4745396633170706
506860,1,0.8434873949579832,2007,0,0,0,0,15000,625,10000,30,1,758.29,0,10758.29,47.39312500000006,48,5,1,1,1,2,0,20,28,16055,10000,1,0,2006,2,31,1,1,0,10000,28112.604166666668,168675.625,307170.3125,138494.6875,4843.5,4156.25,0.6465496575343082,46.74657534246575,0,-0,1,1,-16.938263570336346,1.0677396633170702
506864,1,0.8434873949579832,2007,22500,22500,22500,0,10500,562.5,9000,30,1,705.49,406.03,10111.52,69.47,58,49,1,0,1,23,0,15,15,67940,25000,1,0,2006,2,49,0,1,1,0,27089.84375,162539.0625,254701.5625,92162.5,3300,4531.25,27.39808219178081,42.07191780821919,10.021315031649332,-0,1,1,8.451111429663598,2.155061885539279
506870,1,0.8434873949579832,2007,22500,22500,270000,51150,10500,937.5,15000,30,1,1137.5,110.98,16248.48,78.03,52,5,1,0,1,5,2,20,15,77000,10000,1,0,2006,6,45,1,2,0,5000,47088.802083333336,282532.8125,406336.25,123803.4375,13666.5,3687.5,7.910136986301254,70.11986301369875,10.021315031649332,-0,1,0,-2.8638885703363997,12.84803966331706
506880,1,0.8434873949579832,2007,24615,24615,46500,21885,4650,312.5,5000,30,1,379.21,0,5379.21,23.700625,53,36,1,1,1,3,0,15,14,15000,11000,1,0,2006,2,37,1,2,1,2000,7604.166666666667,45625,82125,36500,2227.5,1543.75,0.32733732876712196,23.373287671232877,10.111151917001878,-0,1,0,-24.0682635703364,-32.050960336682934
506881,0,0.8434873949579832,2008,3750,3750,112500,97627.5,5625,0,NA,NA,1,NA,NA,NA,0,57,19,1,0,1,4,1,5,0,200000,10000,1,0,2007,3,48,0,1,1,20000,76041.66666666667,456250,844062.5,387812.5,2475,1856.25,0,0,8.229777750081887,-0,1,1,0,0
506882,0,0.8434873949579832,2007,0,0,0,0,4500,0,NA,NA,1,NA,NA,NA,0,55,30,1,0,1,30,2,55,30,100000,50000,2,0,2006,3,35,1,1,0,0,19656.770833333332,117940.625,180538.125,62597.5,1875,2562.5,0,0,0,-0,1,1,0,0
506886,0,0.8434873949579832,2007,9525,9525,23250,13725,4650,0,NA,NA,1,NA,NA,NA,0,53,3,0,1,0,3,0,10,14,50000,15000,1,0,2006,2,44,1,1,1,0,26614.583333333332,159687.5,285156.25,125468.75,5250,5056.25,0,0,9.161780181360806,-0,1,1,0,0
506889,1,0.546583850931677,2007,0,0,0,0,3000,0,NA,NA,1,NA,NA,NA,0,44,46,0,1,1,1,0,15,15,4000,8000,1,1,2006,4,46,1,3,0,0,2281.25,13687.5,24979.6875,11292.1875,82.5,1775,0,0,0,-0,0,0,0,0
506891,1,0.8434873949579832,2007,3000,3000,18750,18750,9000,0,NA,NA,1,NA,NA,NA,0,47,34,0,1,1,1,0,30,30,12000,500,1,0,2006,5,41,0,1,1,2000,4018.8020833333335,24112.8125,43412.1875,19299.375,5331,5625,0,0,8.006700845440367,-0,1,1,0,0
506900,1,0.8434873949579832,2007,3000,3000,12000,13575,9000,0,NA,NA,1,NA,NA,NA,0,51,3,1,0,1,2,0,20,28,2500,11500,1,0,2006,4,46,1,2,1,12000,15208.333333333334,91250,146638.75,55388.75,1724.25,1818.75,0,0,8.006700845440367,-0,1,0,0,0
506905,1,0.8434873949579832,2007,11250,11250,56250,14359.5,5062.5,937.5,15000,30,1,1137.5,0,16137.5,71.09375,54,20,1,0,0,4,0,10,15,120000,100000,1,0,2006,3,53,1,1,1,4000,10265.625,61593.75,98550,36956.25,375,3812.5,0.9738869863012525,70.11986301369875,9.328212292571072,-0,1,1,-9.8001385703364,12.108172996650392
506908,1,0.8434873949579832,2007,4500,4500,4500,0,7500,0,NA,NA,1,NA,NA,NA,0,57,12,1,1,1,2,0,30,30,30000,10000,1,0,2006,2,51,1,1,1,2000,6463.541666666667,38781.25,70262.5,31481.25,1650,9531.25,0,0,8.412054873292933,-0,1,1,0,0
506911,1,0.8434873949579832,2007,1200,1200,6975,5775,4650,312.5,5000,30,1,385.57,454.91,5840.48,52.53,55,24,0,1,1,16,0,20,30,7000,10000,2,0,2006,6,46,1,2,1,0,13573.4375,81440.625,138471.875,57031.25,1350,1037.5,29.156712328767124,23.373287671232877,7.0909098220799835,-0,1,0,4.7611114296636,-22.825560336682944
506932,1,0.8434873949579832,2007,24000,24000,25500,9000,5250,1562.5,25000,30,1,1895.79,0,26895.79,118.486875,55,46,1,1,1,25,0,15,15,100000,120000,1,0,2006,1,46,1,1,0,14000,7604.166666666667,45625,68437.5,22812.5,0,3706.25,1.6204366438356175,116.86643835616438,10.085850775128717,-0,1,1,4.467986429663597,20.93999966331706
506940,1,0.546583850931677,2007,5250,5250,7500,15847.5,3750,0,NA,NA,1,NA,NA,NA,0,38,10,0,1,0,7,0,10,15,8500,7500,1,1,2006,5,43,0,2,1,0,30416.666666666668,182500,273750,91250,1125,2718.75,0,0,8.566173813637858,-0,1,0,0,0
506943,1,0.8434873949579832,2007,4125,4125,4500,375,9750,625,10000,30,1,758.29,0,10758.29,47.39312500000006,57,21,0,1,1,2,0,15,18,27000,16000,1,0,2006,2,35,1,1,1,30000,14067.708333333334,84406.25,141437.5,57031.25,900,3343.75,0.6465496575343082,46.74657534246575,8.325063693631197,-0,1,1,-16.938263570336346,1.0677396633170702
506948,1,0.8434873949579832,2007,8250,8250,40500,3450,7500,1250,20000,30,1,1516.71,76.01,21592.72,99.545,57,26,1,1,0,4,1,20,29,50000,8000,1,0,2006,4,44,1,2,1,0,16295.729166666666,97774.375,170774.375,73000,3525,6437.5,6.05184931506875,93.49315068493125,9.018089684104343,-0,1,0,2.088611429663615,18.008439663317063
506963,1,0.8434873949579832,2007,7837.5,7837.5,13950,6112.5,2325,0,NA,NA,1,NA,NA,NA,0,51,6,0,1,1,1,0,15,22,7000,12000,1,0,2006,3,58,1,1,1,0,3802.0833333333335,22812.5,37412.5,14600,1350,2406.25,0,0,8.966802768508586,-0,1,1,0,0
506972,0,0.8434873949579832,2007,12375,12375,13500,1125,9750,0,NA,NA,1,NA,NA,NA,0,46,9,1,0,1,15,0,20,27,45000,30000,1,0,2006,6,50,1,2,1,0,7604.166666666667,45625,57031.25,11406.25,4290,1206.25,0,0,9.423514392252901,-0,1,0,0,0
506983,1,0.8434873949579832,2007,2625,2625,2625,2400,9000,0,NA,NA,1,NA,NA,NA,0,54,14,1,1,1,4,0,10,15,15000,5000,1,0,2006,5,40,1,1,1,5000,13687.5,82125,139156.25,57031.25,0,4437.5,0,0,7.873217054862741,-0,1,1,0,0
506984,1,0.8434873949579832,2007,9750,9750,9750,0,9750,0,NA,NA,1,NA,NA,NA,0,53,10,1,1,1,1,0,10,15,6000,1000,1,0,2006,4,40,1,1,1,0,5703.125,34218.75,45625,11406.25,150,3187.5,0,0,9.18512512283512,-0,1,1,0,0
506989,1,0.546583850931677,2008,6375,6375,11250,6375,9750,0,NA,NA,1,NA,NA,NA,0,44,4,0,1,0,2,0,10,15,6000,250000,1,1,2006,3,42,1,1,0,2500,7604.166666666667,45625,73000,27375,0,1937.5,0,0,8.760296220470051,-0,1,1,0,0
506991,1,0.8434873949579832,2007,7500,7500,7500,0,4500,0,NA,NA,1,NA,NA,NA,0,56,5,1,0,1,5,1,20,30,180000,40000,1,0,2006,2,50,1,1,1,12000,38020.833333333336,228125,411195.3125,183070.3125,2805,27450,0,0,8.922791623969637,-0,1,1,0,0
506999,1,0.8434873949579832,2007,6600,6600,22500,15900,6975,0,NA,NA,1,NA,NA,NA,0,50,18,1,0,0,2,0,15,15,7500,50000,1,0,2006,5,44,1,1,1,0,4372.395833333333,26234.375,37640.625,11406.25,2175,3437.5,0,0,8.79497643168877,-0,1,1,0,0
507000,0,0.546583850931677,2007,2265,2265,4650,2385,2325,0,NA,NA,1,NA,NA,NA,0,41,14,0,1,0,7,0,15,15,3500,2000,1,1,2006,4,34,1,2,1,0,3421.875,20531.25,31937.5,11406.25,525,2906.25,0,0,7.725771441587952,-0,1,0,0,0
507002,1,0.8434873949579832,2007,22500,22500,75000,77775,6750,937.5,15000,30,1,1150.16,1975.73,18125.89,195.368125,59,6,0,0,1,20,2,0,0,80000,6000,1,0,2006,3,31,1,1,1,11500,323177.0833333333,1939062.5,3193750,1254687.5,4867.5,56500,125.24826198630124,70.11986301369875,10.021315031649332,-0,1,1,114.47423642966359,25.364106329983727
507003,1,0.8434873949579832,2007,11250,11250,11250,0,9750,625,10000,30,1,758.29,97.52,10855.81,53.48812500000006,52,60,1,0,1,13,0,5,0,5000,8500,1,0,2006,1,60,1,3,1,0,9505.208333333334,57031.25,91250,34218.75,3547.5,5843.75,6.741549657534308,46.74657534246575,9.328212292571072,-0,0,0,-10.843263570336347,2.0429396633170676
507004,0,0.8434873949579832,2007,6937.5,6937.5,13500,712.5,4500,0,NA,NA,1,NA,NA,NA,0,52,20,1,0,1,3,0,15,35,15000,90000,1,0,2006,3,33,0,1,1,0,7604.166666666667,45625,57031.25,11406.25,375,2156.25,0,0,8.844840891811065,-0,1,1,0,0
507006,1,0.8434873949579832,2008,0,0,0,0,3000,312.5,5000,30,1,395.12,0.5,5395.62,24.72625,54,14,1,1,1,2,0,10,15,15000,30000,1,0,2006,3,38,1,1,1,0,4562.5,27375,36500,9125,375,1568.75,1.3529623287671235,23.373287671232877,0,-0,1,1,-23.042638570336408,-31.72276033668295
507010,1,0.8434873949579832,2007,37500,37500,123000,100350,14625,1250,20000,36,1,0,0,20000,0,46,3,1,0,0,2,4,15,50,70000,150000,1,0,2006,4,35,1,1,1,0,30416.666666666668,182500,250937.5,68437.5,4500,1168.75,-0,0,10.53212287826962,-0,1,1,-97.4563885703364,10.04483966331706
507011,0,0.8434873949579832,2007,16350,16350,33225,22050,7875,0,NA,NA,1,NA,NA,NA,0,49,5,1,0,0,7,2,10,15,6000,27000,1,0,2006,5,40,1,1,1,0,14447.916666666666,86687.5,130031.25,43343.75,1125,3625,0,0,9.702044336534586,-0,1,1,0,0
507012,1,0.8434873949579832,2007,8625,8625,302250,293625,6975,625,10000,36,1,910,0,10910,56.875,56,26,1,0,1,4,0,15,15,50000,2000,1,0,2006,1,43,0,2,1,0,38020.833333333336,228125,414046.875,185921.875,5280,2662.5,0.779109589041127,56.09589041095887,9.062536177207788,-0,1,0,-7.456388570336401,2.5848396633170587
507027,1,0.8434873949579832,2007,7500,7500,22500,14250,11250,937.5,15000,30,1,1137.5,0,16137.5,71.09375,51,8,1,0,1,10,3,5,14,50000,70000,1,0,2006,1,55,0,2,1,0,22812.5,136875,193906.25,57031.25,375,2175,0.9738869863012525,70.11986301369875,8.922791623969637,-0,1,0,-9.8001385703364,12.108172996650392
507054,0,0.8434873949579832,2007,300,300,375,7500,3375,0,NA,NA,1,NA,NA,NA,0,47,8,0,0,1,5,0,30,28,106000,50000,1,0,2006,3,32,1,1,1,5000,11406.25,68437.5,102656.25,34218.75,0,4562.5,0,0,5.707110264748875,-0,1,1,0,0
507063,1,0.546583850931677,2007,3750,3750,22500,16020,4500,625,10000,27,1,682.5,10.94,10693.44,43.34,36,3,0,0,0,3,0,5,14,3000,20000,1,1,2006,1,54,1,2,0,0,7604.166666666667,45625,73000,27375,750,2218.75,1.2680821917808132,42.07191780821919,8.229777750081887,-0,1,0,-20.991388570336397,0.419239663317061
507081,1,0.8434873949579832,2007,375,375,2250,1125,5812.5,625,10000,36,1,910,0,10910,56.875,58,20,1,1,1,19,0,10,15,40000,10000,1,0,2006,7,40,0,1,1,3000,11786.458333333334,70718.75,116343.75,45625,0,3437.5,0.779109589041127,56.09589041095887,5.929589143389895,-0,1,1,-7.456388570336401,2.5848396633170587
507118,1,0.8434873949579832,2008,11775,11775,75750,63975,10125,937.5,15000,27,1,1023.75,0,16023.75,63.984375,54,3,0,0,0,1,0,15,14,70025,21400,1,0,2007,2,31,0,1,1,3000,21633.854166666668,129803.125,199609.375,69806.25,6022.5,5375,0.8764982876712466,63.10787671232875,9.373818840968658,-0,1,1,-16.9095135703364,11.34983966331706
507119,1,0.8434873949579832,2008,8190,8190,9000,2310,7500,937.5,15000,36,1,1365,0,16365,85.3125,54,7,1,0,1,5,0,30,44,75000,7000,1,0,2007,1,50,1,1,0,5000,19010.416666666668,114062.5,205312.5,91250,2392.5,3881.25,1.1686643835618753,84.14383561643812,9.010791269515602,-0,1,1,4.418611429663599,13.624839663317061
507127,1,0.546583850931677,2008,18915,18915,22500,3585,9750,0,NA,NA,1,NA,NA,NA,0,41,1,0,1,0,1,0,10,16,35000,3000,1,1,2007,4,50,1,1,1,0,11406.25,68437.5,119765.625,51328.125,0,8812.5,0,0,9.847763403763766,-0,1,1,0,0
507140,1,0.8434873949579832,2008,15750,15750,15750,0,6000,0,NA,NA,1,NA,NA,NA,0,46,20,1,1,1,20,1,15,14,10000,6500,1,0,2007,3,58,1,2,0,1000,6463.541666666667,38781.25,63875,25093.75,1500,375,0,0,9.664659134301736,-0,1,0,0,0
507141,1,0.8434873949579832,2008,12000,12000,15000,3000,6000,0,NA,NA,1,NA,NA,NA,0,47,35,1,0,0,5,0,15,14,60000,150000,1,0,2007,5,35,1,1,1,0,5322.916666666667,31937.5,31937.5,0,225,1343.75,0,0,9.392745258631441,-0,1,1,0,0
507150,0,0.8434873949579832,2008,31875,31875,150375,114600,18000,0,NA,NA,1,NA,NA,NA,0,56,25,1,0,0,2,0,5,14,200000,18500,1,0,2007,2,54,1,2,1,0,19010.416666666668,114062.5,182500,68437.5,0,17562.5,0,0,10.36960865451764,-0,1,0,0,0
507151,0,0.8434873949579832,2008,1500,1500,4500,3067.5,6750,0,NA,NA,1,NA,NA,NA,0,54,23,1,0,1,5,0,20,32,15000,5000,1,0,2007,2,57,1,1,1,1000,3802.0833333333335,22812.5,34218.75,11406.25,0,2687.5,0,0,7.313886831633462,-0,1,1,0,0
507162,1,0.8434873949579832,2008,26587.5,26587.5,49500,22912.5,9000,625,10000,36,1,910,0,10910,56.875,53,10,1,1,1,12,0,30,45,10000,14000,1,0,2007,4,38,1,2,1,0,11406.25,68437.5,95812.5,27375,750,5500,0.779109589041127,56.09589041095887,10.188234070460807,-0,1,0,-7.456388570336401,2.5848396633170587
507174,1,0.8434873949579832,2008,15525,15525,27375,11850,4500,625,10000,36,1,910,102.03,11012.03,63.251875,48,6,1,1,0,6,0,15,14,40000,33400,1,0,2007,4,39,1,1,0,0,22812.5,136875,246375,109500,2392.5,5343.75,7.155984589041125,56.09589041095887,9.650271316965625,-0,1,1,-1.0795135703364167,3.6051396633170576
507182,1,0.8434873949579832,2008,4500,4500,25500,20887.5,5625,1312.5,21000,30,1,1592.5,0,22592.5,99.53125,57,26,1,1,1,8,0,15,14,69664,20000,1,0,2007,4,56,1,2,1,2000,30956.5625,185739.375,334317.1875,148577.8125,3825,4562.5,1.3634417808218728,98.16780821917813,8.412054873292933,-0,1,0,-1.2376385703364008,18.41674442522182
507190,1,0.8434873949579832,2008,9000,9000,90000,91612.5,2250,562.5,9000,36,1,843.05,947.11,10790.16,111.885,52,44,1,1,0,10,0,15,15,50000,10000,1,0,2007,1,44,1,2,0,1000,28895.833333333332,173375,307968.75,134593.75,1035,4375,61.398698630137,50.486301369863,9.105090961257085,-0,1,0,50.866111429663604,9.695506329983726
507232,1,0.8434873949579832,2008,1500,1500,15000,2550,2250,875,14000,27,1,955.5,68.22,15023.72,63.9825,49,6,1,1,1,2,0,15,34,20000,34000,1,0,2007,3,45,1,1,0,0,9505.208333333334,57031.25,91250,34218.75,4500,6625,5.081815068493128,58.90068493150687,7.313886831633462,-0,1,1,-13.598888570336385,10.259982520459918
507258,1,0.8434873949579832,2008,38250,38250,117000,79125,6000,0,NA,NA,1,NA,NA,NA,0,53,53,1,1,1,4,0,15,15,7000,5000,1,0,2007,1,55,1,2,1,0,15208.333333333334,91250,164250,73000,1785,2250,0,0,10.551924982703788,-0,1,0,0,0
507264,1,0.8434873949579832,2008,4500,4500,5250,750,5250,312.5,5000,30,1,379.21,0,5379.21,23.700625,53,14,1,1,1,5,0,10,14,8500,7000,1,0,2007,4,34,1,1,1,0,13037.34375,78224.0625,140798.75,62574.6875,1110,1562.5,0.32733732876712196,23.373287671232877,8.412054873292933,-0,1,1,-24.0682635703364,-32.050960336682934
